void,subject_id,segment,segment_number,mean_heart_rate,rsp_rate,rsp_peak_freq,resp_amp,rsp_power,mean_ibi,rsa,sdnn,avnn,rmssd,nn50,pnn50,filename
,16,A1,9,74.24,14.85,0.25,44.06,58.45,808.22,5.91,54.75,808.22,33.23,9,12.5,subject 016 A1.xlsx
,16,A1,10,78.44,13.56,0.23,67.97,138.24,764.91,7.16,80.78,764.91,43.34,14,18.18,subject 016 A1.xlsx
,16,A2,1,79.38,17.07,0.28,37.14,93.9,755.86,6.35,76.85,755.86,37.3,11,14.1,subject 016 A2.xlsx
,16,A2,2,85.27,15.02,0.25,94.99,188.54,703.61,6.22,70.1,703.61,31.11,7,8.43,subject 016 A2.xlsx
,16,A2,3,76.12,19.61,0.33,57.42,94.08,788.21,4.79,68.42,788.21,25.17,4,5.41,subject 016 A2.xlsx
,16,A2,4,76.9,19.64,0.33,32.71,90.23,780.21,5.43,45.99,780.21,27.03,6,8,subject 016 A2.xlsx
,16,A2,5,76.52,18.15,0.3,57.98,99.38,784.08,4.9,42.82,784.08,23.17,1,1.35,subject 016 A2.xlsx
,16,A2,6,78.2,15.74,0.26,58.63,85.57,767.28,6.05,99.57,767.28,31.58,8,10.39,subject 016 A2.xlsx
,16,A2,7,76.56,16.62,0.28,29.19,69.89,783.74,5.84,42.13,783.74,28.27,4,5.41,subject 016 A2.xlsx
,16,A2,8,74.56,19.29,0.32,34.83,56.33,804.69,5.66,43.79,804.69,24.8,1,1.39,subject 016 A2.xlsx
,16,A2,9,75.06,18.18,0.3,54.13,74.26,799.34,6.44,66.93,799.34,33.26,8,10.96,subject 016 A2.xlsx
,16,A2,10,74.05,16.8,0.28,55.55,82.74,810.22,5.63,42.36,810.22,29.7,10,13.7,subject 016 A2.xlsx
,16,A2,11,76.74,6.96,0.12,56.45,73.74,781.88,6.47,67.6,781.88,35.36,12,16.22,subject 016 A2.xlsx
,16,A2,12,81.67,6.75,0.11,98.62,108.69,734.62,,12.41,734.62,20.51,0,0,subject 016 A2.xlsx
,16,A3,1,73.89,18.68,0.31,61.85,116.76,812.02,5.25,39.98,812.02,27.35,4,5.56,subject 016 A3.xlsx
,16,A3,2,77.6,20.01,0.33,41.51,87.15,773.18,5.52,35.54,773.18,24.27,4,5.33,subject 016 A3.xlsx
,16,A3,3,75.57,17.71,0.3,41.85,79.14,793.95,5.29,48.77,793.95,23.66,2,2.7,subject 016 A3.xlsx
,16,A3,4,78.74,6.42,0.11,144.16,150.02,761.98,6.45,96.27,761.98,31.56,8,10.39,subject 016 A3.xlsx
,16,A3,5,75.91,18.13,0.3,25.32,58.57,790.43,5.74,48.03,790.43,27.55,4,5.48,subject 016 A3.xlsx
,16,A3,6,75.17,19.38,0.32,33.34,50.43,798.15,5.61,41.74,798.15,25.19,2,2.7,subject 016 A3.xlsx
,16,A3,7,75.42,17.73,0.3,49.58,59.86,795.51,6.44,69.54,795.51,35.4,12,16.44,subject 016 A3.xlsx
,16,A3,8,74.25,16,0.27,58.88,72.45,808.08,5.46,42.55,808.08,28.68,7,9.72,subject 016 A3.xlsx
,16,A3,9,76.89,11.43,0.19,32.82,47.33,780.32,5.93,70.22,780.32,35.63,11,16.92,subject 016 A3.xlsx
,16,A4,1,83.24,6.89,0.11,54.44,88.36,720.78,5.71,54.98,720.78,27.51,7,8.54,subject 016 A4.xlsx
,16,A4,2,76.46,7.4,0.12,170.49,219.61,784.71,7.98,73.81,784.71,49.88,18,24.32,subject 016 A4.xlsx
,16,A4,3,81.96,13.25,0.22,102.13,153.72,732.1,6.1,61.3,732.1,30.72,11,13.75,subject 016 A4.xlsx
,16,A4,4,74.48,13.67,0.23,114.88,174.12,805.53,6.23,66.86,805.53,65.47,12,16.67,subject 016 A4.xlsx
,16,A4,5,74.1,14.77,0.25,54.55,81.67,809.67,5.79,73.82,809.67,34.9,12,16.67,subject 016 A4.xlsx
,16,A4,6,74.46,7.2,0.12,110.67,192.54,805.84,6.9,52.41,805.84,32.55,8,10.96,subject 016 A4.xlsx
,16,A4,7,75.21,14.08,0.23,50.66,124.01,797.76,6.37,87.59,797.76,43.57,13,17.81,subject 016 A4.xlsx
,16,A4,8,73.93,14.32,0.24,63.75,109.4,811.58,5.89,69.26,811.58,34.5,9,12.5,subject 016 A4.xlsx
,16,A4,9,74.69,8.52,0.14,48.9,152.3,803.35,6.32,68.67,803.35,31.63,7,9.59,subject 016 A4.xlsx
,16,A4,10,75.63,14.15,0.24,59.19,109.14,793.39,6.9,52.95,793.39,36.52,11,15.07,subject 016 A4.xlsx
,17,A1,1,75.85,10.47,0.17,0.33,0.69,791.05,8.94,120.18,791.05,153.47,32,43.24,subject 017 A1.xlsx
,17,A1,2,77.14,16.4,0.27,0.27,0.37,777.78,7.62,87.38,777.78,122.38,35,46.67,subject 017 A1.xlsx
,17,A1,3,78.48,13.97,0.23,0.36,0.51,764.56,7.82,72.45,764.56,88.96,30,38.96,subject 017 A1.xlsx
,17,A1,4,78.45,15.45,0.26,0.22,0.31,764.82,7.35,65.7,764.82,86.5,31,40.79,subject 017 A1.xlsx
,17,A1,5,77.09,15,0.25,0.27,0.31,778.32,8.45,111.45,778.32,152.06,34,45.33,subject 017 A1.xlsx
,17,A1,6,76.48,15.54,0.26,0.2,0.3,784.55,7.29,94.51,784.55,118.17,37,49.33,subject 017 A1.xlsx
,17,A1,7,79.5,7.07,0.12,0.29,0.4,754.74,7.59,89.43,754.74,88.71,25,32.47,subject 017 A1.xlsx
,17,A1,8,81.54,15.09,0.25,0.34,0.46,735.84,6.74,56.78,735.84,48.13,19,23.75,subject 017 A1.xlsx
,17,A1,9,78.94,15.64,0.26,0.24,0.35,760.07,7.07,52.2,760.07,51.97,26,33.77,subject 017 A1.xlsx
,17,A1,10,77.76,15.07,0.25,0.28,0.31,771.63,7.47,56.85,771.63,58.2,31,40.79,subject 017 A1.xlsx
,17,A2,1,80.67,14.8,0.25,0.17,0.42,743.78,6.85,55.44,743.78,49.86,20,25.64,subject 017 A2.xlsx
,17,A2,2,80.13,9.62,0.16,0.55,1.54,748.81,7.21,79.44,748.81,66.89,24,30.38,subject 017 A2.xlsx
,17,A2,3,84.09,17.26,0.29,0.38,0.73,713.49,6.44,51.3,713.49,66.34,13,15.85,subject 017 A2.xlsx
,17,A2,4,80.38,6.84,0.11,0.65,0.87,746.5,6.64,61.62,746.5,44.54,19,24.36,subject 017 A2.xlsx
,17,A2,5,79.34,16.33,0.27,0.25,0.43,756.27,6.81,45.52,756.27,52.12,31,40.26,subject 017 A2.xlsx
,17,A2,6,81.14,17.09,0.28,0.26,0.3,739.44,6.45,39.74,739.44,44.81,19,23.75,subject 017 A2.xlsx
,17,A2,7,78.66,17,0.28,0.18,0.32,762.77,7.37,50.81,762.77,53.77,28,36.84,subject 017 A2.xlsx
,17,A2,8,80.78,17.9,0.3,0.19,0.47,742.76,7.05,81.85,742.76,104.57,26,32.91,subject 017 A2.xlsx
,17,A2,9,77.97,17.38,0.29,0.28,0.38,769.54,6.83,46.58,769.54,51.04,25,32.89,subject 017 A2.xlsx
,17,A2,10,80.61,17.08,0.28,0.2,0.35,744.3,6.92,49.11,744.3,50.87,29,36.71,subject 017 A2.xlsx
,17,A2,11,78.75,16.75,0.28,0.49,0.58,761.86,7.23,70.68,761.86,54.89,23,30.26,subject 017 A2.xlsx
,17,A2,12,80.09,17.55,0.29,0.44,0.6,749.16,6.63,67.36,749.16,104.07,26,33.33,subject 017 A2.xlsx
,17,A2,13,81.9,7.73,0.13,0.11,0.18,732.65,6.17,72.63,732.65,114.25,8,26.67,subject 017 A2.xlsx
,17,A3,1,78.93,16.78,0.28,0.16,0.3,760.14,6.84,43.9,760.14,47.75,26,33.77,subject 017 A3.xlsx
,17,A3,2,80.09,16.68,0.28,0.26,0.39,749.14,6.84,41.92,749.14,49.81,25,32.05,subject 017 A3.xlsx
,17,A3,3,79.3,16.33,0.27,0.27,0.33,756.62,7.08,50.66,756.62,54.97,29,37.66,subject 017 A3.xlsx
,17,A3,4,81.71,17.67,0.29,0.16,0.41,734.31,7.11,63.56,734.31,78.21,20,25,subject 017 A3.xlsx
,17,A3,5,77.39,18.87,0.31,0.24,0.47,775.27,6.95,66.31,775.27,85.95,30,40,subject 017 A3.xlsx
,17,A3,6,79.29,17.71,0.3,0.39,0.53,756.68,6.77,47.86,756.68,50.04,23,29.49,subject 017 A3.xlsx
,17,A3,7,81.35,16,0.27,0.59,0.7,737.55,6.91,62.75,737.55,52.69,28,35.44,subject 017 A3.xlsx
,17,A3,8,78.18,16.63,0.28,0.31,0.48,767.47,6.92,74.5,767.47,106.35,25,32.89,subject 017 A3.xlsx
,17,A3,9,81.16,16.79,0.28,0.37,0.45,739.28,6.55,58.46,739.28,88.41,18,29.51,subject 017 A3.xlsx
,17,A4,1,78.95,13.6,0.23,1.43,1.8,759.97,7.88,97.72,759.97,124,30,38.96,subject 017 A4.xlsx
,17,A4,2,77.25,9.36,0.16,0.23,0.58,776.7,7.57,114.83,776.7,150.06,33,43.42,subject 017 A4.xlsx
,17,A4,3,80.28,15.1,0.25,0.34,0.5,747.42,7.37,100.4,747.42,144.55,32,41.03,subject 017 A4.xlsx
,17,A4,4,78.76,16.53,0.28,0.73,1.2,761.81,7.29,82.48,761.81,111.27,31,40.26,subject 017 A4.xlsx
,17,A4,5,81.08,15.8,0.26,0.2,0.56,740.01,8.77,118.69,740.01,182.45,36,45.57,subject 017 A4.xlsx
,17,A4,6,79.74,15.64,0.26,0.33,0.52,752.44,7.31,101.99,752.44,143.64,28,35.9,subject 017 A4.xlsx
,17,A4,7,80.95,16.17,0.27,1.25,1.48,741.19,7.24,103.23,741.19,139.52,28,35.44,subject 017 A4.xlsx
,17,A4,8,77.73,15.98,0.27,0.8,1.04,771.88,7.08,49.39,771.88,53.92,29,38.67,subject 017 A4.xlsx
,17,A4,9,79.11,17,0.28,0.87,1.35,758.43,6.75,74.91,758.43,89.01,27,34.62,subject 017 A4.xlsx
,17,A4,10,76.9,17.24,0.29,0.87,1.13,780.25,7.04,70.41,780.25,83.17,29,39.19,subject 017 A4.xlsx
,18,A1,1,84.46,6.61,0.11,35.59,41.67,710.37,5.67,62.84,710.37,20.77,3,3.66,subject 018 A1.xlsx
,18,A1,2,86.56,15.77,0.26,17.46,27.04,693.15,5.24,50.53,693.15,16.66,2,2.35,subject 018 A1.xlsx
,18,A1,3,84.17,14.84,0.25,16.24,22.39,712.88,5.7,33.1,712.88,20.15,2,2.44,subject 018 A1.xlsx
,18,A1,4,82.76,15.19,0.25,17.55,19.33,725.01,6.36,40.95,725.01,21.28,2,2.47,subject 018 A1.xlsx
,18,A1,5,83.05,14.45,0.24,17.58,40.45,722.46,3.85,25.83,722.46,15.46,0,0,subject 018 A1.xlsx
,18,A1,6,84.64,16.72,0.28,17.49,35.83,708.89,4.22,34.75,708.89,17.94,1,1.2,subject 018 A1.xlsx
,18,A1,7,81.43,15.82,0.26,26.03,34.93,736.83,4.5,67.14,736.83,26.41,7,8.86,subject 018 A1.xlsx
,18,A1,8,83.7,15.81,0.26,22.42,35.8,716.88,5.28,53.5,716.88,18.91,1,1.22,subject 018 A1.xlsx
,18,A1,9,83.17,16,0.27,33.79,35.95,721.41,5.59,91.08,721.41,63.44,7,8.54,subject 018 A1.xlsx
,18,A1,10,81.94,16.31,0.27,28.36,37.34,732.24,4.78,52.09,732.24,22.46,5,6.25,subject 018 A1.xlsx
,18,A2,1,80.66,17.06,0.28,53.9,61.99,743.86,4.57,22.18,743.86,16.38,0,0,subject 018 A2.xlsx
,18,A2,2,82.24,17.81,0.3,29.78,47.7,729.59,5.94,43.7,729.59,27,8,9.88,subject 018 A2.xlsx
,18,A2,3,82.95,18.39,0.31,32.53,50.73,723.3,5.09,37.03,723.3,23.1,3,3.7,subject 018 A2.xlsx
,18,A2,4,85.57,16.99,0.28,32.44,33.77,701.19,5.24,36.72,701.19,23.68,3,3.61,subject 018 A2.xlsx
,18,A2,5,83.58,16.52,0.28,27.56,56.06,717.86,5.8,43.21,717.86,23.26,3,3.66,subject 018 A2.xlsx
,18,A2,6,84.65,17.98,0.3,37.53,52.75,708.81,5.3,43.14,708.81,19.46,0,0,subject 018 A2.xlsx
,18,A2,7,81.77,19.43,0.32,6.79,10.48,733.8,6.72,57.6,733.8,32.87,5,6.25,subject 018 A2.xlsx
,18,A2,8,82.75,15.63,0.26,5.22,11.57,725.09,6.72,72.83,725.09,39.97,12,14.81,subject 018 A2.xlsx
,18,A2,9,81.83,18.66,0.31,18.92,39.57,733.19,5.69,70.12,733.19,25.87,4,5.06,subject 018 A2.xlsx
,18,A2,10,79.7,15.19,0.25,16.82,19.62,752.82,6.21,58.31,752.82,36.02,7,8.97,subject 018 A2.xlsx
,18,A2,11,79.76,16.88,0.28,24.2,31.6,752.26,5.18,52.15,752.26,24.9,3,3.85,subject 018 A2.xlsx
,18,A2,12,80.57,18.67,0.31,14.39,16.73,744.73,5.42,32.33,744.73,19.44,0,0,subject 018 A2.xlsx
,18,A3,1,87.39,7.95,0.13,17.06,31.4,686.56,5.47,63.86,686.56,24.85,2,2.35,subject 018 A3.xlsx
,18,A3,2,84.02,6.98,0.12,21.2,38.39,714.12,6.76,72.22,714.12,33.78,11,13.41,subject 018 A3.xlsx
,18,A3,3,84.26,16.31,0.27,21.86,42.62,712.1,5.58,72.42,712.1,35.81,9,10.98,subject 018 A3.xlsx
,18,A3,4,78.63,15.52,0.26,12,19.24,763.05,4.48,30.21,763.05,18.95,0,0,subject 018 A3.xlsx
,18,A3,5,83.95,15.24,0.25,12.17,21.76,714.67,5.55,31.74,714.67,20.55,1,1.22,subject 018 A3.xlsx
,18,A3,6,82.55,17.35,0.29,37.85,65.36,726.86,5.87,36.01,726.86,22.42,4,5,subject 018 A3.xlsx
,18,A3,7,83.49,16.08,0.27,20.73,43.74,718.64,5.14,50.47,718.64,23.65,3,3.66,subject 018 A3.xlsx
,18,A3,8,82.23,14.82,0.25,9.41,30.15,729.67,6.31,74.69,729.67,32.42,7,8.75,subject 018 A3.xlsx
,18,A3,9,76.56,17.01,0.28,34.54,38.38,783.72,6.13,68.85,783.72,31.04,8,10.67,subject 018 A3.xlsx
,18,A3,10,77.81,14.88,0.25,23.91,43.2,771.12,6.67,46.03,771.12,31.29,10,13.16,subject 018 A3.xlsx
,18,A4,1,87.39,7.95,0.13,17.06,31.4,686.56,5.47,63.86,686.56,24.85,2,2.35,subject 018 A4.xlsx
,18,A4,2,84.02,6.98,0.12,21.2,38.39,714.12,6.76,72.22,714.12,33.78,11,13.41,subject 018 A4.xlsx
,18,A4,3,84.26,16.31,0.27,21.86,42.62,712.1,5.58,72.42,712.1,35.81,9,10.98,subject 018 A4.xlsx
,18,A4,4,78.63,15.52,0.26,12,19.24,763.05,4.48,30.21,763.05,18.95,0,0,subject 018 A4.xlsx
,18,A4,5,83.95,15.24,0.25,12.17,21.76,714.67,5.55,31.74,714.67,20.55,1,1.22,subject 018 A4.xlsx
,18,A4,6,82.55,17.35,0.29,37.85,65.36,726.86,5.87,36.01,726.86,22.42,4,5,subject 018 A4.xlsx
,18,A4,7,83.49,16.08,0.27,20.73,43.74,718.64,5.14,50.47,718.64,23.65,3,3.66,subject 018 A4.xlsx
,18,A4,8,82.23,14.82,0.25,9.41,30.15,729.67,6.31,74.69,729.67,32.42,7,8.75,subject 018 A4.xlsx
,18,A4,9,76.56,17.01,0.28,34.54,38.38,783.72,6.13,68.85,783.72,31.04,8,10.67,subject 018 A4.xlsx
,18,A4,10,77.81,14.88,0.25,23.91,43.2,771.12,6.67,46.03,771.12,31.29,10,13.16,subject 018 A4.xlsx
,19,A1,1,52,23.07,0.38,2.85,5.53,1153.78,6.56,82.2,1153.78,80.59,29,58,subject 019 A1.xlsx
,19,A1,2,56.72,19.66,0.33,4.02,9.45,1057.75,8.24,77.68,1057.75,106.79,34,61.82,subject 019 A1.xlsx
,19,A1,3,52.33,23.85,0.4,2.68,5.21,1146.49,7.47,75.96,1146.49,88.73,33,66,subject 019 A1.xlsx
,19,A1,4,54.85,15.4,0.26,15.66,22.18,1093.97,7.75,91.21,1093.97,97.23,37,69.81,subject 019 A1.xlsx
,19,A1,5,55.7,14.59,0.24,11.09,31.22,1077.14,7.79,83.29,1077.14,98.01,36,66.67,subject 019 A1.xlsx
,19,A1,6,55.97,17.36,0.29,11.47,32.43,1072.03,7.62,84.06,1072.03,86.9,33,62.26,subject 019 A1.xlsx
,19,A1,7,57.27,18.56,0.31,7.8,17.21,1047.75,7.98,85.4,1047.75,94.5,38,67.86,subject 019 A1.xlsx
,19,A1,8,53.75,16.9,0.28,18.9,28.29,1116.27,7.63,76.3,1116.27,92.66,34,65.38,subject 019 A1.xlsx
,19,A1,9,54.94,15.68,0.26,18.2,35.87,1092.15,7.68,87.08,1092.15,99.52,40,75.47,subject 019 A1.xlsx
,19,A1,10,54.46,13.24,0.22,13.3,18.79,1101.72,7.78,79.56,1101.72,89.77,33,63.46,subject 019 A1.xlsx
,19,A2,1,56.41,16.58,0.28,24.24,40.9,1063.69,7.25,81.41,1063.69,79.7,35,63.64,subject 019 A2.xlsx
,19,A2,2,60.1,19.42,0.32,7.18,11.18,998.3,8.19,106.3,998.3,98.21,37,63.79,subject 019 A2.xlsx
,19,A2,3,58.4,6.49,0.11,24.14,25.25,1027.41,8.01,115.2,1027.41,116.6,28,49.12,subject 019 A2.xlsx
,19,A2,4,55.53,15.81,0.26,29.03,35.68,1080.53,7.26,51.24,1080.53,69.85,28,52.83,subject 019 A2.xlsx
,19,A2,5,58.59,14.43,0.24,22.01,30.05,1023.99,7.02,81.4,1023.99,62.9,26,45.61,subject 019 A2.xlsx
,19,A2,6,57.17,15.44,0.26,8.18,22.83,1049.44,7.56,60.64,1049.44,69.5,30,54.55,subject 019 A2.xlsx
,19,A2,7,57.34,15.69,0.26,13.57,19.21,1046.44,6.97,66.28,1046.44,60.79,29,52.73,subject 019 A2.xlsx
,19,A2,8,58.69,14.7,0.24,5.47,7.96,1022.36,8.06,91.96,1022.36,96.63,36,63.16,subject 019 A2.xlsx
,19,A2,9,57.04,11.69,0.19,4.09,11.48,1051.93,7.97,79.09,1051.93,85.85,28,50.91,subject 019 A2.xlsx
,19,A2,10,57.95,15.8,0.26,1.31,3.1,1035.46,7.59,88.62,1035.46,91.8,34,60.71,subject 019 A2.xlsx
,19,A2,11,58.77,17.22,0.29,0.61,0.92,1020.99,6.66,64.44,1020.99,70.56,29,50.88,subject 019 A2.xlsx
,19,A2,12,60.31,15.16,0.25,9.72,18.88,994.8,8.02,93.19,994.8,104.05,43,74.14,subject 019 A2.xlsx
,19,A2,13,55.95,13.94,0.23,10.81,21.6,1072.43,8.16,82.56,1072.43,96.49,34,62.96,subject 019 A2.xlsx
,19,A2,14,57,15.48,0.26,8.1,12.88,1052.54,7.66,92.62,1052.54,87.64,32,58.18,subject 019 A2.xlsx
,19,A2,15,58.39,15.88,0.26,8.79,11.51,1027.62,7.72,98.77,1027.62,111.2,36,64.29,subject 019 A2.xlsx
,19,A2,16,57.23,14.72,0.25,2.21,4.66,1048.47,8.79,103.65,1048.47,122.42,26,60.47,subject 019 A2.xlsx
,19,A3,1,55.52,15.74,0.26,23.03,32.88,1080.79,7.25,59.28,1080.79,79.05,26,49.06,subject 019 A3.xlsx
,19,A3,2,57.43,14,0.23,26.69,27.26,1044.71,6.95,52.07,1044.71,62.52,28,50,subject 019 A3.xlsx
,19,A3,3,58.02,16.25,0.27,11.7,20.15,1034.11,7.55,91.69,1034.11,87.14,32,57.14,subject 019 A3.xlsx
,19,A3,4,57.2,15.64,0.26,10.01,15.99,1048.9,6.63,58.92,1048.9,56.89,25,44.64,subject 019 A3.xlsx
,19,A3,5,59.15,13.83,0.23,4.36,7.06,1014.32,8.45,94.97,1014.32,100.84,38,66.67,subject 019 A3.xlsx
,19,A3,6,57.04,14.7,0.24,4.38,9.45,1051.95,7.81,79.31,1051.95,88.02,30,54.55,subject 019 A3.xlsx
,19,A3,7,57.48,15.08,0.25,0.97,2.56,1043.77,7.99,85.78,1043.77,87.42,29,52.73,subject 019 A3.xlsx
,19,A3,8,58.28,17.29,0.29,0.73,0.94,1029.56,6.82,60.57,1029.56,66.79,32,56.14,subject 019 A3.xlsx
,19,A3,9,60.59,14.9,0.25,11.6,18.32,990.26,8.19,92.54,990.26,101.8,41,70.69,subject 019 A3.xlsx
,19,A3,10,56.97,14.36,0.24,14.78,18.83,1053.24,7.68,82.48,1053.24,90.14,36,65.45,subject 019 A3.xlsx
,19,A3,11,55.62,15.43,0.26,7.8,10.53,1078.7,7.38,73.41,1078.7,89.78,33,61.11,subject 019 A3.xlsx
,19,A3,12,59.61,15.38,0.26,8.3,10.66,1006.48,7.35,89.12,1006.48,90.48,36,63.16,subject 019 A3.xlsx
,19,A3,13,57.35,14.15,0.24,3.15,4.83,1046.29,8.59,116.88,1046.29,133.58,32,58.18,subject 019 A3.xlsx
,19,A4,1,60.04,13.35,0.22,7.76,16.09,999.38,7.98,112.32,999.38,90.03,30,50.85,subject 019 A4.xlsx
,19,A4,2,65.63,10.44,0.17,8.84,20.18,914.27,8.5,128.79,914.27,118.8,31,49.21,subject 019 A4.xlsx
,19,A4,3,61.42,15.7,0.26,22.79,29.8,976.96,8.49,116.38,976.96,128.44,45,75,subject 019 A4.xlsx
,19,A4,4,52.46,14.15,0.24,7.07,11.61,1143.78,7.78,102.43,1143.78,84.95,33,66,subject 019 A4.xlsx
,19,A4,5,55.36,14.59,0.24,9.87,13.05,1083.82,8.17,90.45,1083.82,103.15,32,59.26,subject 019 A4.xlsx
,19,A4,6,58.41,8.2,0.14,9.24,24.72,1027.17,8.19,112.62,1027.17,88.58,33,58.93,subject 019 A4.xlsx
,19,A4,7,52.98,13.76,0.23,6.3,8.59,1132.52,8.23,112.04,1132.52,115.04,38,74.51,subject 019 A4.xlsx
,19,A4,8,55.97,11.51,0.19,7.1,15.62,1072.06,8.81,128.99,1072.06,134.2,36,66.67,subject 019 A4.xlsx
,19,A4,9,54.87,13.68,0.23,9.69,18.42,1093.5,8.11,103.28,1093.5,100.89,35,66.04,subject 019 A4.xlsx
,19,A4,10,56.16,13.48,0.22,7.97,15.29,1068.44,7.7,110.97,1068.44,100.05,37,68.52,subject 019 A4.xlsx
,20,A1,1,81.13,9.31,0.16,17.27,39.66,739.55,7.08,54.46,739.55,29.03,3,3.75,subject 020 A1.xlsx
,20,A1,2,83.08,8.82,0.15,18.36,56.42,722.22,6.13,47.4,722.22,19.27,2,2.47,subject 020 A1.xlsx
,20,A1,3,81.19,9.88,0.16,21.3,39.96,738.98,6.28,32.63,738.98,21.04,2,2.53,subject 020 A1.xlsx
,20,A1,4,81.66,7.2,0.12,4.3,8.64,734.71,5.29,31.96,734.71,15.78,0,0,subject 020 A1.xlsx
,20,A1,5,83.18,10.59,0.18,9.42,13.77,721.31,5.61,46.61,721.31,19.68,2,2.44,subject 020 A1.xlsx
,20,A1,6,84.03,8.32,0.14,5.76,11.1,714.07,5.54,45.52,714.07,22.83,5,6.1,subject 020 A1.xlsx
,20,A1,7,83,8.96,0.15,40.84,69.82,722.88,6.51,43.34,722.88,22.58,1,1.23,subject 020 A1.xlsx
,20,A1,8,80.36,12.86,0.21,7.3,15.26,746.65,6.04,41.46,746.65,21.42,1,1.28,subject 020 A1.xlsx
,20,A1,9,81.57,9.18,0.15,12.31,33.69,735.58,6.77,40.13,735.58,22.14,2,2.5,subject 020 A1.xlsx
,20,A1,10,79.47,7.58,0.13,47.52,72.9,755.03,6.46,52.49,755.03,24.16,2,2.6,subject 020 A1.xlsx
,20,A2,1,84.13,9.38,0.16,32.62,53.38,713.2,6.16,59.67,713.2,22.11,3,3.66,subject 020 A2.xlsx
,20,A2,2,89.08,17.31,0.29,24.75,40.64,673.55,5.99,79.14,673.55,23.1,3,3.45,subject 020 A2.xlsx
,20,A2,3,84.88,7.93,0.13,21.52,33.62,706.91,6.68,45.07,706.91,22.14,3,3.61,subject 020 A2.xlsx
,20,A2,4,85.15,9.42,0.16,24.59,66.64,704.64,6.46,36.21,704.64,19.94,2,2.41,subject 020 A2.xlsx
,20,A2,5,84.5,10.59,0.18,13.83,26.75,710.04,5.84,38.01,710.04,20.32,1,1.22,subject 020 A2.xlsx
,20,A2,6,81.29,6.49,0.11,22.88,23.22,738.06,5.84,51.97,738.06,24.89,4,5,subject 020 A2.xlsx
,20,A2,7,86.93,12.48,0.21,2.11,4.06,690.25,4.51,36.45,690.25,17.09,0,0,subject 020 A2.xlsx
,20,A2,8,81.24,9.25,0.15,16.11,29.05,738.54,5.99,35.41,738.54,19.83,1,1.25,subject 020 A2.xlsx
,20,A2,9,81.28,7.3,0.12,23.5,35.06,738.23,6.6,39.32,738.23,24.95,4,5.06,subject 020 A2.xlsx
,20,A2,10,82.58,9.32,0.16,18.14,47.93,726.54,5.41,33.4,726.54,17.66,1,1.25,subject 020 A2.xlsx
,20,A2,11,83.52,10.65,0.18,21.13,32.38,718.43,6.15,48.46,718.43,24.2,5,6.1,subject 020 A2.xlsx
,20,A2,12,82.94,8.43,0.14,28.13,47.05,723.4,6.1,43.52,723.4,24.7,4,4.94,subject 020 A2.xlsx
,20,A2,13,81.47,8.34,0.14,6.81,10.99,736.43,5.85,32.52,736.43,19.56,1,1.82,subject 020 A2.xlsx
,20,A3,1,84.91,8.44,0.14,25.8,62.39,706.61,5.83,37.92,706.61,20.05,2,2.41,subject 020 A3.xlsx
,20,A3,2,85.65,10.84,0.18,10.52,17.78,700.52,5.19,30.83,700.52,17.36,0,0,subject 020 A3.xlsx
,20,A3,3,81.37,7.54,0.13,19.77,29.05,737.33,6.58,52.58,737.33,25.8,4,5.06,subject 020 A3.xlsx
,20,A3,4,84.62,7.48,0.12,6.56,11.36,709.08,5.57,45.73,709.08,19.49,1,1.2,subject 020 A3.xlsx
,20,A3,5,84.53,10.71,0.18,18.36,25.27,709.84,5.46,35.45,709.84,17.16,0,0,subject 020 A3.xlsx
,20,A3,6,80.91,8.6,0.14,28.94,44.48,741.61,6.79,41.82,741.61,27.35,5,6.33,subject 020 A3.xlsx
,20,A3,7,81.2,11.01,0.18,4.38,7.69,738.92,5.03,32.58,738.92,17.27,0,0,subject 020 A3.xlsx
,20,A3,8,84.55,7.61,0.13,27.31,56.54,709.6,5.4,36.75,709.6,18.8,1,1.2,subject 020 A3.xlsx
,20,A3,9,82.76,8.36,0.14,4.95,10.37,725.01,6.56,49.03,725.01,28.45,8,9.88,subject 020 A3.xlsx
,20,A3,10,81.27,8.69,0.14,9.02,26.72,738.27,6.02,36.82,738.27,21.2,2,2.53,subject 020 A3.xlsx
,20,A3,11,82.9,12.3,0.2,112.09,166.18,723.73,5.08,29.42,723.73,15.99,0,0,subject 020 A3.xlsx
,20,A4,1,88.6,8.77,0.15,51.92,139.2,677.18,5.97,41.48,677.18,16.81,0,0,subject 020 A4.xlsx
,20,A4,2,79.04,12.31,0.21,1.14,1.69,759.11,7.09,102.7,759.11,34.32,9,11.69,subject 020 A4.xlsx
,20,A4,3,85.33,12.44,0.21,10.42,17.21,703.13,5.14,43.51,703.13,18.96,0,0,subject 020 A4.xlsx
,20,A4,4,78.64,6.57,0.11,3.41,4.53,763.01,5.34,40.32,763.01,22.77,1,1.32,subject 020 A4.xlsx
,20,A4,5,78.78,8.04,0.13,9.81,20.25,761.6,6.19,63.78,761.6,29.16,5,6.49,subject 020 A4.xlsx
,20,A4,6,79.6,6.45,0.11,23.48,19.68,753.73,5.62,38.09,753.73,23.31,3,3.85,subject 020 A4.xlsx
,20,A4,7,81.43,8.21,0.14,12.46,21.97,736.87,5.29,37.12,736.87,16.14,1,1.27,subject 020 A4.xlsx
